provnum,def_count,provname,county,state,ownership_type
115291,2,WINDERMERE HEALTH AND REHABILITATION CENTER,Richmond,GA,For profit
115295,1,ZEBULON PARK HEALTH AND REHABILITATION,Bibb,GA,Non profit
115296,0,LENBROOK,De Kalb,GA,Non profit
115298,1,FAIRBURN HEALTH CARE CENTER,Fulton,GA,For profit
115313,0,PRUITTHEALTH - BROOKHAVEN,De Kalb,GA,For profit
115314,0,PRUITTHEALTH - AUSTELL,Cobb,GA,For profit
115319,0,FIFTH AVENUE HEALTH CARE,Floyd,GA,For profit
115321,1,WARRENTON HEALTH AND REHAB,Warren,GA,For profit
115322,1,BRIARWOOD HEALTH AND REHABILITATION CENTER,De Kalb,GA,For profit
115324,1,BAINBRIDGE HEALTH AND REHAB,Decatur,GA,For profit
115327,1,WILLOWWOOD HEALTHCARE AND REHABILITATION,Hall,GA,For profit
115329,0,HARBORVIEW HEALTH SYSTEMS THOMASTON,Upson,GA,For profit
115330,1,DELMAR GARDENS OF SMYRNA,Cobb,GA,For profit
115336,0,UNIVERSITY EXTENDED CARE/WESTW,Columbia,GA,Non profit
115338,0,MIONA GERIATRIC & DEMENTIA CENTER,Macon,GA,For profit
115339,1,PRUITTHEALTH - SAVANNAH,Chatham,GA,For profit
115340,1,CALHOUN HEALTH CARE CENTER,Gordon,GA,For profit
115345,2,PRUITTHEALTH - TOCCOA,Stephens,GA,For profit
115347,0,LIFE CARE CENTER OF GWINNETT,Gwinnett,GA,For profit
115350,0,DELMAR GARDENS OF GWINNETT,Gwinnett,GA,For profit
115351,0,MUSCOGEE MANOR & REHABILITATION CTR,Muscogee,GA,Government
115354,2,LAGRANGE HEALTH AND REHAB,Troup,GA,For profit
115356,1,DUBLINAIR HEALTH & REHAB,Laurens,GA,For profit
115360,1,CONDOR HEALTH LAFAYETTE,Fayette,GA,For profit
115362,0,MACON REHABILITATION AND HEALTHCARE,Bibb,GA,For profit
115363,0,ROME HEALTH AND REHABILITATION CENTER,Floyd,GA,For profit
115364,0,MONTEZUMA HEALTH CARE CENTER,Macon,GA,Non profit
115365,0,THOMSON HEALTH AND REHABILITATION,Mc Duffie,GA,For profit
115368,0,CARROLLTON NURSING & REHAB CTR,Carroll,GA,For profit
115376,2,SOUTHLAND HEALTHCARE AND REHAB CENTER,Laurens,GA,For profit
115377,2,PRUITTHEALTH - VALDOSTA,Lowndes,GA,For profit
115382,1,SPARTA HEALTH AND REHABILITATION,Hancock,GA,Non profit
115385,0,PRUITTHEALTH - CRESTWOOD,Lowndes,GA,For profit
115391,0,PRUITTHEALTH - EASTSIDE,Bibb,GA,For profit
115395,0,WINTHROP HEALTH AND REHABILITATION,Floyd,GA,Non profit
115396,1,QUIET OAKS HEALTH CARE CENTER,Oglethorpe,GA,For profit
115410,1,"OAKS - LIMESTONE, THE",Hall,GA,For profit
115411,0,PLEASANT VIEW NURSING CENTER,Candler,GA,For profit
115412,1,TIFTON HEALTH AND REHABILITATION CENTER,Tift,GA,For profit
115419,1,"OAKS - ATHENS SKILLED NURSING, THE",Clarke,GA,For profit
115421,1,WOODSTOCK NURSING & REHAB CTR,Cherokee,GA,For profit
115422,1,ROSWELL NURSING & REHAB CENTER,Cobb,GA,For profit
115424,0,LAKE CROSSING HEALTH CENTER,Columbia,GA,For profit
115427,1,"THOMASVILLE HEALTH & REHAB, LLC",Thomas,GA,For profit
115429,1,CORDELE HEALTH AND REHABILITATION,Crisp,GA,Government
115443,1,PINE KNOLL NURSING & REHAB CTR,Carroll,GA,For profit
115457,1,MADISON HEALTH AND REHAB,Morgan,GA,For profit
115460,2,SOUTHLAND HEALTH AND REHABILITATION,Fayette,GA,Non profit
115461,1,TOWNSEND PARK HEALTH AND REHABILITATION,Bartow,GA,Non profit
115463,0,"WESTBURY MCDONOUGH, LLC",Henry,GA,For profit
115467,1,UNIVERSITY NURSING & REHAB CTR,Clarke,GA,For profit
115468,0,PRUITTHEALTH - BLUE RIDGE,Fannin,GA,For profit
115478,3,AZALEA TRACE NURSING CENTER,Muscogee,GA,Non profit
115480,0,GLENN-MOR NURSING HOME,Thomas,GA,Non profit
115481,0,FOUR COUNTY HEALTH AND REHABILITATION,Stewart,GA,Non profit
115482,1,EAST LAKE ARBOR,De Kalb,GA,For profit
115483,1,DAWSON HEALTH AND REHABILITATION,Terrell,GA,Non profit
115484,2,PROVIDENCE HEALTHCARE,Upson,GA,For profit
115487,3,NEW HORIZONS LIMESTONE,Hall,GA,Non profit
115490,1,PRESBYTERIAN VILLAGE,Cobb,GA,Non profit
115491,1,PRUITTHEALTH - ASHBURN,Turner,GA,For profit
115498,1,"PRESBYTERIAN HOME, QUITMAN, IN",Brooks,GA,Non profit
115501,1,ROSE CITY HEALTH AND REHABILITATION CENTER,Thomas,GA,For profit
115504,0,SANDY SPRINGS HEALTH AND REHABILITATION,De Kalb,GA,For profit
115508,2,BRIAN CENTER HEALTH & REHABILITATION/CANTON,Cherokee,GA,For profit
115513,0,TWIN OAKS CONVALESCENT CENTER,Bacon,GA,Non profit
115515,0,ROSS MEMORIAL HEALTH CARE CTR,Cobb,GA,For profit
115516,1,PRUITTHEALTH - LILBURN,Gwinnett,GA,For profit
115521,0,"A.G. RHODES HOME, INC - COBB",Cobb,GA,Non profit
115522,1,ORCHARD HEALTH AND REHABILITATION,Candler,GA,Non profit
115525,0,CRESTVIEW HEALTH & REHAB CTR,Fulton,GA,Non profit
115528,1,AVALON HEALTH AND REHABILITATION,Coweta,GA,For profit
115531,1,PRUITTHEALTH - VIRGINIA PARK,De Kalb,GA,For profit
115533,0,PRUITTHEALTH - SWAINSBORO,Emanuel,GA,For profit
115535,1,LAKE CITY NURSING AND REHABILITATION CENTER LLC,Clayton,GA,For profit
115536,1,WINDER HEALTH CARE & REHAB CTR,Barrow,GA,For profit
115538,1,POWDER SPRINGS TRANSITIONAL CARE AND REHAB,Cobb,GA,For profit
115541,0,CROSSVIEW CARE CENTER,Wilcox,GA,For profit
115542,1,SADIE G. MAYS HEALTH & REHABILITATION CENTER,Fulton,GA,Non profit
115543,1,MAPLE RIDGE HEALTH CARE CENTER,Bartow,GA,For profit
115544,0,SYL-VIEW HEALTH CARE CENTER,Screven,GA,For profit
115545,0,JONESBORO NURSING AND REHABILITATION CENTER,Clayton,GA,For profit
115550,0,LILLIAN G CARTER HEALTH AND REHABILITATION,Sumter,GA,Non profit
115551,0,CUMMING NURSING CENTER,Forsyth,GA,For profit
115555,0,BONTERRA TRANSITIONAL CARE & REHABILITATION,Fulton,GA,For profit
115556,0,"BRIGHTMOOR HEALTH CARE, INC",Spalding,GA,For profit
115558,0,DADE HEALTH AND REHAB,Dade,GA,For profit
115561,3,MEADOWBROOK HEALTH AND REHAB,De Kalb,GA,For profit
115563,0,WESTBURY MEDICAL CARE AND REHAB,Butts,GA,For profit
115564,0,PIONEER HEALTH OF CENTRAL GEORGIA,Dooly,GA,For profit
115565,0,ROSEMONT AT STONE MOUNTAIN,De Kalb,GA,For profit
115566,1,RIVER TOWNE CENTER,Muscogee,GA,For profit
115568,1,CRISP REGIONAL NSG & REHAB CTR,Crisp,GA,Non profit
115569,0,FULTON CENTER FOR REHABILITATION LLC,Fulton,GA,For profit
115570,0,CAMELLIA GARDENS OF LIFE CARE,Thomas,GA,For profit
115573,1,CHRISTIAN CITY REHABILITATION CENTER,Fulton,GA,For profit
115576,0,"OAK VIEW HOME, INC",Harris,GA,Non profit
115578,1,GREEN ACRES HEALTH AND REHABILITATION,Baldwin,GA,Non profit
115579,0,"HEALTHCARE AT COLLEGE PARK, LLC",Fulton,GA,For profit
115580,0,AUTUMN BREEZE HEALTH AND REHAB,Cobb,GA,For profit
115585,0,LEGACY TRANSITIONAL CARE & REHABILITATION,Fulton,GA,For profit
115593,2,BAYVIEW NURSING HOME,Brantley,GA,For profit
115595,0,EATONTON HEALTH AND REHABILITATION,Putnam,GA,Non profit
115596,2,GRACE HEALTHCARE OF TUCKER,De Kalb,GA,For profit
115599,1,MAGNOLIA MANOR OF MARION COUNTY,Marion,GA,Non profit
115601,0,WESTWOOD HEALTHCARE AND REHABILITATION,Bulloch,GA,For profit
115606,0,CANTON NURSING CENTER,Cherokee,GA,For profit
115607,0,PINEWOOD NURSING CENTER,Grady,GA,For profit
115608,2,PRUITTHEALTH - OCILLA,Irwin,GA,For profit
115611,0,VISTA PARK HEALTH AND REHABILITATION,Coffee,GA,Non profit
115614,0,LEE COUNTY HEALTH AND REHABILITATION,Lee,GA,Non profit
115615,0,"BAPTIST VILLAGE, INC.",Ware,GA,Non profit
115621,1,BRYAN COUNTY HLTH & REHAB CTR,Bryan,GA,For profit
115622,2,EASTMAN HEALTHCARE & REHAB,Dodge,GA,For profit
115625,0,WYNFIELD PARK HEALTH AND REHABILITATION,Dougherty,GA,Non profit
115626,0,HAZELHURST COURT CARE AND REHABILITATION CENTER,Jeff Davis,GA,For profit
115628,0,PRUITTHEALTH - PALMYRA,Dougherty,GA,For profit
115629,0,PRUITTHEALTH - SYLVESTER,Worth,GA,For profit
115630,0,FOLKSTON PARK CARE AND REHABILITATION CENTER,Charlton,GA,For profit
115631,0,PRUITTHEALTH - GRANDVIEW,Clarke,GA,For profit
115638,1,"CARROLLTON MANOR, INCORPORATED",Carroll,GA,For profit
115643,0,PARKSIDE POST ACUTE AND REHABILITATION,Gwinnett,GA,For profit
115651,2,FORT VALLEY HEALTH AND REHAB,Peach,GA,For profit
115657,0,SOUTHERN PINES,Houston,GA,For profit
115658,0,PRUITTHEALTH - GREENVILLE,Meriwether,GA,For profit
115659,1,LIFE CARE CTR OF LAWRENCEVILLE,Gwinnett,GA,For profit
115660,0,ROSELANE HEALTH AND REHABILITATION CENTER,Cobb,GA,For profit
115663,1,REGENCY PARK HEALTH AND REHABILITATION,Whitfield,GA,Non profit
115672,0,PRUITTHEALTH - AUGUSTA HILLS,Richmond,GA,For profit
115673,0,LAUREL PARK AT HENRY MED CTR,Henry,GA,For profit
115674,0,WESTMINSTER COMMONS,Fulton,GA,For profit
115676,0,REHABILITATION CENTER OF SOUTH GEORGIA,Tift,GA,For profit
115677,0,PRUITTHEALTH - JASPER,Pickens,GA,For profit
115682,1,BUDD TERRACE AT WESLEY WOODS,De Kalb,GA,Non profit
115684,0,SENIOR CARE CENTER - ST MARYS,Camden,GA,Non profit
115694,2,PEBBLEBROOK HEALTH CENTER AT PARK SPRINGS,Gwinnett,GA,For profit
115695,1,UNION COUNTY NURSING HOME,Union,GA,Non profit
115696,0,FORT GAINES HEALTH AND REHAB,Clay,GA,For profit
115697,0,FOUNTAINVIEW CTR FOR ALZHEIMER,De Kalb,GA,For profit
115700,1,PRUITTHEALTH - BETHANY,Jenkins,GA,For profit
115701,2,CHATUGE REGIONAL NURSING HOME,Towns,GA,Non profit
115707,1,SGMC LAKELAND VILLA,Lanier,GA,Government
115711,0,MEMORIAL MANOR NURSING HOME,Decatur,GA,Government
115717,0,RELIABLE HEALTH & REHAB AT LAKEWOOD,Fulton,GA,For profit
115719,0,PRUITTHEALTH - ROME,Floyd,GA,For profit
115720,1,EVERGREEN HEALTH AND REHABILITATION CENTER,Floyd,GA,For profit
115722,0,ANSLEY PARK HEALTH AND REHABILITATION,Coweta,GA,Non profit
115723,0,SALUDE - THE ART OF RECOVERY,Gwinnett,GA,For profit
115724,0,CHELSEY PARK HEALTH AND REHABILITATION,Lumpkin,GA,Non profit
115728,0,ARCHWAY TRANSITIONAL CARE CENTER,Bibb,GA,Non profit
115732,0,BOSTICK NURSING CENTER,Baldwin,GA,For profit
115733,0,GLEN EAGLE HEALTHCARE AND REHAB,Wilcox,GA,For profit
115771,1,CAMBRIDGE POST ACUTE CARE CENTER,Gwinnett,GA,For profit
135077,2,AVAMERE TRANSITIONAL CARE & REHAB - BOISE,Ada,ID,For profit
135128,2,LIFE CARE CENTER OF LEWISTON,Nez Perce,ID,For profit
145006,2,"GROVE OF FOX VALLEY,THE",Kane,IL,For profit
145011,2,"GROVE OF EVANSTON L & R, THE",Cook,IL,For profit
145026,1,WESTMINSTER PLACE,Cook,IL,Non profit
145029,4,PRESENCE VILLA FRANCISCAN,Will,IL,Non profit
145039,4,GENERATIONS AT PEORIA,Peoria,IL,For profit
145043,2,CITADEL CARE CENTER-KANKAKEE,Kankakee,IL,For profit
145087,3,MANORCARE OF OAK LAWN WEST,Cook,IL,Non profit
145102,1,MEMORIAL CARE CENTER,St. Clair,IL,For profit
145142,2,ALDEN DEBES REHAB & HCC,Winnebago,IL,For profit
145180,1,APERION CARE CHICAGO HEIGHTS,Cook,IL,For profit
145197,3,APERION CARE OAK LAWN,Cook,IL,For profit
145198,2,BELLA TERRA MORTON GROVE,Cook,IL,For profit
145208,5,BRIDGEVIEW HEALTH CARE CENTER,Cook,IL,For profit
145219,0,BURGESS SQUARE HEALTHCARE CTR,Du Page,IL,For profit
145221,1,PARC JOLIET,Will,IL,For profit
145222,2,CROSSROADS CARE CTR WOODSTOCK,Mc Henry,IL,For profit
145235,0,LAKEFRONT NURSING & REHAB CTR,Cook,IL,For profit
145237,2,GENERATIONS AT REGENCY,Cook,IL,For profit
145241,2,HELIA SOUTHBELT HEALTHCARE,St. Clair,IL,For profit
145244,1,"MOSAIC OF LAKESHORE, THE",Cook,IL,For profit
145246,4,MANORCARE OF HINSDALE,Du Page,IL,Non profit
145268,1,GLENVIEW TERRACE NURSING CTR,Cook,IL,For profit
145269,3,HOPE CREEK CARE CENTER,Rock Island,IL,Government
145304,2,ELEVATE CARE RIVERWOODS,Lake,IL,For profit
145312,1,NORTHWOODS CARE CENTRE,Boone,IL,For profit
145329,0,NORRIDGE GARDENS,Cook,IL,For profit
145334,6,LANDMARK OF DES PLAINES REHAB,Cook,IL,For profit
145336,2,WARREN BARR GOLD COAST,Cook,IL,For profit
145337,2,SYMPHONY OF BRONZEVILLE,Cook,IL,For profit
145338,3,WESTMONT MANOR HLTH & RHB,Du Page,IL,For profit
145343,3,AMBASSADOR NURSING & REHAB CENTER,Cook,IL,For profit
145358,3,ARISTA HEALTHCARE,Du Page,IL,For profit
145363,1,MANORCARE OF OAK LAWN EAST,Cook,IL,Non profit
145372,3,SYMPHONY OF JOLIET,Will,IL,For profit
145379,1,ALDEN VALLEY RIDGE REHAB & HCC,Du Page,IL,For profit
145384,4,EDEN VILLAGE CARE CENTER,Madison,IL,Non profit
145405,3,BRIA OF WESTMONT,Du Page,IL,For profit
145415,1,ELEVATE CARE IRVING PARK,Cook,IL,For profit
145419,3,GENERATIONS AT ELMWOOD PARK,Cook,IL,For profit
145420,3,BRIDGEWAY SENIOR LIVING,Du Page,IL,For profit
145422,1,FAIR HAVENS SENIOR LIVING,Macon,IL,For profit
145424,6,LANDMARK OF RICHTON PARK REHAB & NSG CTR,Cook,IL,For profit
145434,2,CLARIDGE HEALTHCARE CENTER,Lake,IL,For profit
145443,2,ROLLING HILLS MANOR,Lake,IL,Non profit
145450,0,ALDEN LAKELAND REHAB & HCC,Cook,IL,For profit
145453,6,ALDEN TERRACE OF MCHENRY REHAB,Mc Henry,IL,For profit
145458,1,OAK BROOK CARE,Du Page,IL,For profit
145460,2,WINCHESTER HOUSE,Lake,IL,For profit
145473,3,SYMPHONY OF ORCHARD VALLEY,Kane,IL,For profit
145479,0,ATRIUM HEALTH CARE CENTER,Cook,IL,For profit
145482,2,SHERIDAN VILLAGE NRSG & RHB,Cook,IL,For profit
145484,3,ELEVATE CARE CHICAGO NORTH,Cook,IL,For profit
145507,2,CLARK MANOR,Cook,IL,For profit
145510,3,SYMPHONY OF LINCOLN PARK,Cook,IL,For profit
145511,3,LEXINGTON HLTH CR CTR-LOMBARD,Du Page,IL,For profit
145524,4,GENERATIONS AT RIVERVIEW,Tazewell,IL,For profit
145532,1,BIRCHWOOD PLAZA,Cook,IL,For profit
145549,2,BELHAVEN NURSING & REHAB CENTER,Cook,IL,For profit
145555,6,EDWARDSVILLE NSG & REHAB CTR,Madison,IL,For profit
145582,3,ALDEN ESTATES OF NAPERVILLE,Du Page,IL,For profit
145602,2,"VILLAGE AT VICTORY LAKES, THE",Lake,IL,Non profit
145606,1,COVENANT LIVING - WINDSOR PARK,Du Page,IL,Non profit
145607,2,MANORCARE OF PALOS HEIGHTS EAST,Cook,IL,Non profit
145611,2,ST JAMES WELLNESS REHAB VILLAS,Will,IL,For profit
145612,1,"SPRINGS AT CRYSTAL LAKE, THE",Mc Henry,IL,For profit
145614,2,CHATEAU NRSG & REHAB CENTER,Du Page,IL,For profit
145621,3,PAVILION OF WAUKEGAN,Lake,IL,For profit
145625,2,CALIFORNIA GARDENS N & REHAB C,Cook,IL,For profit
145626,1,GENERATIONS OAKTON PAVILLION,Cook,IL,For profit
145629,4,PRAIRIE MANOR NRSG & REHAB CTR,Cook,IL,For profit
145630,4,AVANTI WELLNESS & REHAB,Cook,IL,For profit
145632,3,WARREN BARR SOUTH LOOP,Cook,IL,For profit
145634,2,ASTORIA PLACE LIVING & REHAB,Cook,IL,Non profit
145638,2,LEXINGTON HLTH CR CTR-BLMNGDL,Du Page,IL,For profit
145639,4,CHICAGO RIDGE NURSING CENTER,Cook,IL,For profit
145648,2,CENTRAL NURSING HOME,Cook,IL,For profit
145650,2,BRIA OF PALOS HILLS,Cook,IL,For profit
145654,3,LAKEVIEW  REHAB & NURSING CENTER,Cook,IL,For profit
145657,3,PROVIDENCE DOWNERS GROVE,Du Page,IL,Non profit
145658,0,APERION CARE PLUM GROVE,Cook,IL,For profit
145660,3,WESTCHESTER HEALTH & REHABILITATION,Cook,IL,For profit
145661,3,SYMPHONY OF CHICAGO WEST,Cook,IL,For profit
145662,5,ELEVATE CARE NILES,Cook,IL,For profit
145663,2,ELMWOOD TERRACE HEALTHCARE CTR,Kane,IL,For profit
145665,3,"GROVE AT THE LAKE,THE",Lake,IL,For profit
145668,4,BRIA OF BELLEVILLE,St. Clair,IL,For profit
145669,2,ELEVATE CARE WAUKEGAN,Lake,IL,For profit
145670,2,CHALET LIVING & REHAB,Cook,IL,For profit
145671,2,"VILLA AT SOUTH HOLLAND, THE",Cook,IL,For profit
145679,3,"CARLTON AT THE LAKE, THE",Cook,IL,For profit
145680,0,CENTENNIAL REHAB & HEALTHCARE,Rock Island,IL,For profit
145684,3,MANORCARE OF HOMEWOOD,Cook,IL,Non profit
145688,1,PRINCETON REHAB & HCC,Cook,IL,For profit
145696,1,NILES NSG & REHAB CTR,Cook,IL,For profit
145700,1,LEXINGTON OF CHICAGO RIDGE,Cook,IL,For profit
145706,2,"WHITEHALL NORTH, THE",Lake,IL,For profit
145710,2,MEADOWBROOK MANOR,Will,IL,For profit
145711,3,LEXINGTON OF ELMHURST,Du Page,IL,For profit
145714,2,OAK PARK OASIS,Cook,IL,For profit
145715,2,WHEATON VILLAGE NRSG & RHB CTR,Du Page,IL,For profit
145718,1,SYMPHONY OF CRESTWOOD,Cook,IL,For profit
145729,2,CARLYLE HEALTHCARE CENTER,Clinton,IL,For profit
145730,1,CONTINENTAL NURSING & REHAB CENTER,Cook,IL,For profit
145734,2,AVANTARA EVERGREEN PARK,Cook,IL,For profit
145741,0,PRESENCE MARYHAVEN NSG & REHAB,Cook,IL,Non profit
145748,0,MONTGOMERY PLACE,Cook,IL,Non profit
145752,3,FOREST VIEW REHAB & NURSING CENTER,Du Page,IL,For profit
145757,0,INTEGRITY HC OF CARBONDALE,Jackson,IL,For profit
145761,2,LAKEWOOD NRSG & REHAB CENTER,Will,IL,For profit
145764,1,SYMPHONY OF MORGAN PARK,Cook,IL,For profit
145765,2,PARK VIEW REHAB CENTER,Cook,IL,For profit
145767,1,PAUL HOUSE & HEALTH CR CTR,Cook,IL,Non profit
145775,3,HARMONY NURSING & REHAB CENTER,Cook,IL,For profit
145776,1,BEACON HEALTH CENTER,Cook,IL,For profit
145778,2,MIDWAY NEUROLOGICAL / REHAB CENTER,Cook,IL,For profit
145781,2,GENERATIONS AT APPLEWOOD,Cook,IL,For profit
145786,1,LINCOLNWOOD PLACE,Cook,IL,For profit
145792,3,WOODBRIDGE NURSING PAVILION,Cook,IL,For profit
145803,0,SYMPHONY EVANSTON HEALTHCARE,Cook,IL,For profit
145807,0,NEWTON CARE CENTER,Jasper,IL,For profit
145816,3,LEXINGTON OF LAKE ZURICH,Lake,IL,For profit
145821,0,FOX RIVER REHAB & HEALTHCARE,Kane,IL,For profit
145828,0,"ESTATES OF HYDE PARK, THE",Cook,IL,For profit
145829,2,KENSINGTON PLACE NRSG & REHAB,Cook,IL,For profit
145832,0,APERION CARE WEST RIDGE,Cook,IL,For profit
145834,1,"AUSTIN OASIS, THE",Cook,IL,For profit
145840,1,TABOR HILLS HEALTH CARE FAC,Du Page,IL,Non profit
145843,3,MILLER HEALTH CARE CENTER,Kankakee,IL,Non profit
145844,1,BETHESDA REHAB & SENIOR CARE,Cook,IL,Non profit
145847,4,STEARNS NURSING & REHAB CENTER,Madison,IL,For profit
145850,1,CITY VIEW MULTICARE CENTER,Cook,IL,For profit
145864,1,BRIA OF FOREST EDGE,Cook,IL,For profit
145867,2,FAIRMONT CARE,Cook,IL,For profit
145875,1,WARREN BARR LINCOLN PARK,Cook,IL,For profit
145877,1,APERION CARE DOLTON,Cook,IL,For profit
145881,6,UPTOWN HEALTH CENTER,Cook,IL,For profit
145885,2,MAYFIELD HEALTH CENTER,Cook,IL,For profit
145887,2,WAUCONDA CARE,Lake,IL,For profit
145888,2,ALDEN ESTATES OF NORTHMOOR,Cook,IL,For profit
145892,3,SUNNY HILL NURSING HOME OF WILL COUNTY,Will,IL,Government
145893,3,MANORCARE OF PALOS HEIGHTS WEST,Cook,IL,Non profit
145897,4,LEBANON CARE CENTER,St. Clair,IL,For profit
145898,2,BRIA OF CHICAGO HEIGHTS,Cook,IL,For profit
145899,3,LEXINGTON OF ORLAND PARK,Cook,IL,For profit
145901,2,LEMONT NURSING & REHAB CENTER,Cook,IL,For profit
145904,0,SMITH VILLAGE,Cook,IL,Non profit
145908,2,AMBERWOOD CARE CENTRE,Winnebago,IL,For profit
145913,1,APERION CARE BURBANK,Cook,IL,For profit
145914,4,SOUTHPOINT NURSING & REHAB CENTER,Cook,IL,For profit
145917,2,FAIR OAKS HEALTH CARE CENTER,Mc Henry,IL,Non profit
145923,2,WARREN BARR NORTH SHORE,Lake,IL,For profit
145927,4,PRAIRIE OASIS,Cook,IL,For profit
145931,2,LIEBERMAN CENTER FOR HEALTH & REHAB,Cook,IL,Non profit
145938,2,PARKSHORE ESTATES NURSING & REHAB,Cook,IL,For profit
145946,4,SYMPHONY AT ARIA,Cook,IL,For profit
145950,3,GENERATIONS AT ROCK ISLAND,Rock Island,IL,For profit
145963,5,ALDEN ESTATES OF ORLAND PARK,Cook,IL,For profit
145967,4,WINDSOR ESTATES NSG & REHAB,Cook,IL,For profit
145969,7,APERION CARE FOREST PARK,Cook,IL,For profit
145970,3,VILLA AT WINDSOR PARK,Cook,IL,For profit
145974,2,NORWOOD CROSSING,Cook,IL,Non profit
145977,2,SYMPHONY OF SOUTH SHORE,Cook,IL,For profit
145982,1,"CITADEL OF NORTHBROOK, THE",Cook,IL,For profit
145983,4,SYMPHONY AT 87TH STREET,Cook,IL,For profit
145984,0,ALDEN NORTH SHORE REHAB & HCC,Cook,IL,For profit
145986,2,LAKE FOREST PLACE,Lake,IL,For profit
145999,2,GROSSE POINTE MANOR,Cook,IL,For profit
146001,4,APERION CARE INTERNATIONAL,Cook,IL,For profit
146009,1,SELFHELP HOME OF CHICAGO,Cook,IL,Non profit
146018,0,LITTLE VILLAGE NRSG & RHB CTR,Cook,IL,For profit
146028,2,WARREN BARR LINCOLNSHIRE,Lake,IL,For profit
146034,2,SYMPHONY AT THE TILLERS,Kendall,IL,For profit
146053,1,HOLY FAMILY VILLA,Cook,IL,Non profit
146058,1,APERION CARE EVANSTON,Cook,IL,For profit
146061,2,BROOKDALE PLAZA LISLE SNF,Du Page,IL,For profit
146062,2,CENTER HOME HISPANIC ELDERLY,Cook,IL,For profit
146065,2,ABBINGTON REHAB & NURSING CTR,Du Page,IL,For profit
146067,3,BRIA OF GENEVA,Kane,IL,For profit
146078,0,PERSHING GARDENS HEALTHCARE CENTER,Cook,IL,For profit
146094,1,BROOKDALE BURR RIDGE,Du Page,IL,For profit
146099,1,FRIENDSHIP MANOR,Rock Island,IL,Non profit
146107,1,VI AT THE GLEN,Cook,IL,For profit
146110,2,SMITH CROSSING,Cook,IL,Non profit
146112,3,APERION CARE BRADLEY,Kankakee,IL,For profit
146136,2,RADFORD GREEN,Lake,IL,For profit
146140,1,GALENA STAUSS NURSING HOME,Jo Daviess,IL,Non profit
146149,2,"WESTWOOD MANOR, THE",Cook,IL,For profit
146155,0,PARK PLACE CHRISTIAN COMMUNITY,Du Page,IL,For profit
146159,2,"TERRACE NURSING HOME,THE",Lake,IL,For profit
146161,1,SOUTHVIEW MANOR,Cook,IL,For profit
146164,2,COMMUNITY CARE CENTER,Cook,IL,For profit
146165,2,"ADMIRAL AT THE LAKE, THE",Cook,IL,Non profit
146169,0,ARBOUR HEALTH CARE CENTER,Cook,IL,For profit
146171,2,MANOR COURT OF CARBONDALE,Jackson,IL,Non profit
146183,2,ALDEN COURTS OF SHOREWOOD,Will,IL,For profit
146184,1,LUTHER OAKS,Mc Lean,IL,Non profit
146185,0,LITTLE SISTERS OF THE POOR,Cook,IL,Non profit
146191,1,MADO HEALTHCARE - UPTOWN,Cook,IL,For profit
14A057,1,ALL AMERICAN NURSING HOME,Cook,IL,For profit
14E169,0,WINSTON MANOR CNV & NURSING,Cook,IL,For profit
14E247,0,JOLIET TERRACE,Will,IL,For profit
14E392,1,WEST CHICAGO TERRACE,Du Page,IL,For profit
14E888,2,SHARON HEALTH CARE WILLOWS,Peoria,IL,For profit
155266,1,LIFE CARE CENTER OF FORT WAYNE,Allen,IN,For profit
155324,0,MITCHELL MANOR,Lawrence,IN,Non profit
155334,2,WILDWOOD HEALTHCARE CENTER,Marion,IN,For profit
155670,4,SIGNATURE HEALTHCARE OF NEWBURGH,Warrick,IN,For profit
155698,1,BETHANY POINTE HEALTH CAMPUS,Madison,IN,For profit
155771,0,OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE,Johnson,IN,Non profit
165017,2,MANORCARE HEALTH SERVICES,Linn,IA,Non profit
165163,0,ON WITH LIFE,Polk,IA,Non profit
165264,1,"QHC MITCHELLVILLE, LLC",Polk,IA,For profit
165310,2,HERITAGE SPECIALTY CARE,Linn,IA,Non profit
165432,0,LUTHERAN LIVING SENIOR CAMPUS,Muscatine,IA,Non profit
165448,1,BISHOP DRUMM RETIREMENT CENTER,Polk,IA,Non profit
165450,1,PREMIER ESTATES OF TOLEDO,Tama,IA,For profit
165480,1,ST FRANCIS MANOR,Poweshiek,IA,Non profit
165511,1,LINN MANOR CARE CENTER,Linn,IA,Non profit
165611,0,WILTON RETIREMENT COMMUNITY,Muscatine,IA,Non profit
165612,1,TRINITY CENTER AT LUTHER PARK,Polk,IA,Non profit
16E681,1,WASHINGTON COUNTY HOSPITAL,Washington,IA,Government
175158,1,GARDEN TERRACE AT OVERLAND PARK,Johnson,KS,For profit
175281,1,LIFE CARE CENTER OF KANSAS CITY,Wyandotte,KS,For profit
175298,2,"BIG BLUE HEALTHCARE, INC, DBA RIVERBEND POST ACUTE",Wyandotte,KS,For profit
175373,2,LIFE CARE CENTER OF BURLINGTON,Coffey,KS,For profit
175441,1,VILLAGE SHALOM INC,Johnson,KS,Non profit
175454,2,CLEARWATER NURSING & REHABILITATION CENTER,Sedgwick,KS,For profit
175478,3,BROOKDALE ROSEHILL,Johnson,KS,For profit
175499,0,BRIGHTON GARDENS OF PRAIRIE VILLAGE,Johnson,KS,For profit
175542,0,ADVANCED HEALTH CARE OF OVERLAND PARK,Johnson,KS,For profit
