x1,provname,county,state,ownership_type,provnum,address,city_raw,zip,survey_date_output,surveytype,defpref,category,tag,tag_desc,scope,defstat,statdate,cycle,standard,complaint,filedate,address_norm,zip5,city_clean,year,def_boolean
1234,VILLAGE SHALOM INC,Johnson,KS,Non profit,175441,5500 WEST 123RD ST,OVERLAND PARK,66209,2018-06-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-07-16,2,Y,N,2020-02-01,5500 W 123 RD ST,66209,OVERLAND PARK,2018,1
1235,CLEARWATER NURSING & REHABILITATION CENTER,Sedgwick,KS,For profit,175454,620 E WOOD STREET,CLEARWATER,67026,2019-10-22,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-11-29,1,Y,N,2020-02-01,620 E WOOD ST,67026,CLEARWATER,2019,1
1235,CLEARWATER NURSING & REHABILITATION CENTER,Sedgwick,KS,For profit,175454,620 E WOOD STREET,CLEARWATER,67026,2017-02-28,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-05-24,3,Y,N,2020-02-01,620 E WOOD ST,67026,CLEARWATER,2017,1
1236,"BIG BLUE HEALTHCARE, INC, DBA RIVERBEND POST ACUTE",Wyandotte,KS,For profit,175298,7850 FREEMAN AVENUE,KANSAS CITY,66112,2020-01-09,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS NO PLAN OF CORRECTION",,1,Y,N,2020-02-01,7850 FREEMAN AVE,66112,KANSAS CITY,2020,0
1236,"BIG BLUE HEALTHCARE, INC, DBA RIVERBEND POST ACUTE",Wyandotte,KS,For profit,175298,7850 FREEMAN AVENUE,KANSAS CITY,66112,2018-11-15,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-12-15,2,Y,N,2020-02-01,7850 FREEMAN AVE,66112,KANSAS CITY,2018,1
1236,"BIG BLUE HEALTHCARE, INC, DBA RIVERBEND POST ACUTE",Wyandotte,KS,For profit,175298,7850 FREEMAN AVENUE,KANSAS CITY,66112,2017-09-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-09-15,3,Y,Y,2020-02-01,7850 FREEMAN AVE,66112,KANSAS CITY,2017,1
1237,LIFE CARE CENTER OF KANSAS CITY,Wyandotte,KS,For profit,175281,3231 N 61ST STREET,KANSAS CITY,66104,2018-07-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-08-08,2,Y,Y,2020-02-01,3231 N 61 ST ST,66104,KANSAS CITY,2018,1
1238,SIGNATURE HEALTHCARE AT SUMMIT MANOR REHAB & WELLN,Adair,KY,For profit,185052,400 BOMAR HEIGHTS,COLUMBIA,42728,2018-09-13,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-09-19,2,Y,N,2020-02-01,400 BOMAR HEIGHTS,42728,COLUMBIA,2018,1
1238,SIGNATURE HEALTHCARE AT SUMMIT MANOR REHAB & WELLN,Adair,KY,For profit,185052,400 BOMAR HEIGHTS,COLUMBIA,42728,2017-07-20,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-15,3,Y,N,2020-02-01,400 BOMAR HEIGHTS,42728,COLUMBIA,2017,1
1239,BRIDGE POINT CENTER,Boone,KY,For profit,185090,7300 WOODSPOINT DRIVE,FLORENCE,41042,2019-05-03,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-06-12,1,Y,N,2020-02-01,7300 WOODSPOINT DR,41042,FLORENCE,2019,1
1239,BRIDGE POINT CENTER,Boone,KY,For profit,185090,7300 WOODSPOINT DRIVE,FLORENCE,41042,2018-03-29,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-05-03,2,Y,N,2020-02-01,7300 WOODSPOINT DR,41042,FLORENCE,2018,1
1239,BRIDGE POINT CENTER,Boone,KY,For profit,185090,7300 WOODSPOINT DRIVE,FLORENCE,41042,2017-02-10,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-03-21,3,Y,N,2020-02-01,7300 WOODSPOINT DR,41042,FLORENCE,2017,1
1240,FLORENCE PARK CARE CENTER,Boone,KY,For profit,185174,6975 BURLINGTON PIKE,FLORENCE,41042,2017-05-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-06-07,3,Y,N,2020-02-01,6975 BURLINGTON PIKE,41042,FLORENCE,2017,1
1241,KINGSBROOK LIFECARE CENTER,Boyd,KY,Non profit,185449,2500 STATE ROUTE 5,ASHLAND,41102,2019-03-28,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-04-19,1,Y,N,2020-02-01,2500 STATE RTE 5,41102,ASHLAND,2019,1
1241,KINGSBROOK LIFECARE CENTER,Boyd,KY,Non profit,185449,2500 STATE ROUTE 5,ASHLAND,41102,2017-02-23,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-04-14,3,Y,N,2020-02-01,2500 STATE RTE 5,41102,ASHLAND,2017,1
1242,CHARLESTON HEALTH CARE CENTER,Boyle,KY,For profit,185264,,,,,,,,,,,,,,,,,,,,,0
1243,MORGANTOWN CARE & REHABILITATION CENTER,Butler,KY,For profit,185006,201 SOUTH WARREN STREET,MORGANTOWN,42261,2018-06-07,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-07-18,2,Y,N,2020-02-01,201 S WARREN ST,42261,MORGANTOWN,2018,1
1244,COLDSPRING TRANSITIONAL CARE CENTER,Campbell,KY,For profit,185476,300 PLAZA DRIVE,COLD SPRING,41076,2018-02-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-26,2,Y,N,2020-02-01,300 PLZ DR,41076,COLD SPRING,2018,1
1244,COLDSPRING TRANSITIONAL CARE CENTER,Campbell,KY,For profit,185476,300 PLAZA DRIVE,COLD SPRING,41076,2017-01-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-01-27,3,Y,N,2020-02-01,300 PLZ DR,41076,COLD SPRING,2017,1
1245,OWENSBORO CENTER,Daviess,KY,For profit,185236,1205 LEITCHFIELD ROAD,OWENSBORO,42303,2019-07-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-09-06,1,Y,N,2020-02-01,1205 LEITCHFIELD RD,42303,OWENSBORO,2019,1
1245,OWENSBORO CENTER,Daviess,KY,For profit,185236,1205 LEITCHFIELD ROAD,OWENSBORO,42303,2018-05-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-20,2,Y,N,2020-02-01,1205 LEITCHFIELD RD,42303,OWENSBORO,2018,1
1245,OWENSBORO CENTER,Daviess,KY,For profit,185236,1205 LEITCHFIELD ROAD,OWENSBORO,42303,2017-03-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-04-24,3,Y,N,2020-02-01,1205 LEITCHFIELD RD,42303,OWENSBORO,2017,1
1246,EDMONSON CENTER,Edmonson,KY,For profit,185401,813 SOUTH MAIN STREET,BROWNSVILLE,42210,2019-01-24,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-05,1,Y,N,2020-02-01,813 S MAIN ST,42210,BROWNSVILLE,2019,1
1247,LEXINGTON COUNTRY PLACE,Fayette,KY,For profit,185160,700 MASON HEADLEY ROAD,LEXINGTON,40504,2019-01-31,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-29,1,Y,N,2020-02-01,700 MASON HEADLEY RD,40504,LEXINGTON,2019,1
1248,RIVERVIEW HEALTH CARE CENTER,Floyd,KY,For profit,185151,79 SPARROW LANE,PRESTONSBURG,41653,2017-06-15,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-07-07,3,Y,N,2020-02-01,79 SPARROW LN,41653,PRESTONSBURG,2017,1
1249,BRADFORD SQUARE CENTER,Franklin,KY,For profit,185170,,,,,,,,,,,,,,,,,,,,,0
1250,LANDMARK OF LANCASTER REHABILITATION AND NURSING C,Garrard,KY,For profit,185065,308 WEST MAPLE AVENUE,LANCASTER,40444,2018-05-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-06-13,2,N,Y,2020-02-01,308 W MAPLE AVE,40444,LANCASTER,2018,1
1251,GRANT CENTER,Grant,KY,For profit,185265,201 KIMBERLY LANE,WILLIAMSTOWN,41097,2017-08-03,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-09-07,3,Y,N,2020-02-01,201 KIMBERLY LN,41097,WILLIAMSTOWN,2017,1
1252,MAYFIELD HEALTH AND REHABILITATION,Graves,KY,For profit,185142,401 INDIANA AVE,MAYFIELD,42066,2019-04-23,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-06-13,1,Y,N,2020-02-01,401 INDIANA AVE,42066,MAYFIELD,2019,1
1253,MILLS NURSING & REHABILITATION,Graves,KY,For profit,185279,,,,,,,,,,,,,,,,,,,,,0
1254,GRAYSON NURSING AND REHABILITATION,Grayson,KY,Non profit,185177,505 WILLIAM THOMASON BYWAY,LEITCHFIELD,42754,2018-09-20,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-10-15,1,Y,N,2020-02-01,505 WILLIAM THOMASON BYWAY,42754,LEITCHFIELD,2018,1
1254,GRAYSON NURSING AND REHABILITATION,Grayson,KY,Non profit,185177,505 WILLIAM THOMASON BYWAY,LEITCHFIELD,42754,2018-03-01,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-03-23,2,N,Y,2020-02-01,505 WILLIAM THOMASON BYWAY,42754,LEITCHFIELD,2018,1
1254,GRAYSON NURSING AND REHABILITATION,Grayson,KY,Non profit,185177,505 WILLIAM THOMASON BYWAY,LEITCHFIELD,42754,2016-07-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2016-07-20,3,Y,N,2020-02-01,505 WILLIAM THOMASON BYWAY,42754,LEITCHFIELD,2016,1
1255,SPRING VIEW NURSING & REHABILITATION,Grayson,KY,For profit,185309,718 GOODWIN LANE,LEITCHFIELD,42754,2018-06-28,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-07-31,2,Y,N,2020-02-01,718 GOODWIN LN,42754,LEITCHFIELD,2018,1
1255,SPRING VIEW NURSING & REHABILITATION,Grayson,KY,For profit,185309,718 GOODWIN LANE,LEITCHFIELD,42754,2017-05-04,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-06-16,3,Y,N,2020-02-01,718 GOODWIN LN,42754,LEITCHFIELD,2017,1
1256,HELMWOOD HEALTHCARE CENTER,Hardin,KY,For profit,185183,106 DIECKS DRIVE,ELIZABETHTOWN,42701,2018-12-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-01-27,1,Y,N,2020-02-01,106 DIECKS DR,42701,ELIZABETHTOWN,2018,1
1256,HELMWOOD HEALTHCARE CENTER,Hardin,KY,For profit,185183,106 DIECKS DRIVE,ELIZABETHTOWN,42701,2016-09-15,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2016-10-21,3,Y,N,2020-02-01,106 DIECKS DR,42701,ELIZABETHTOWN,2016,1
1257,SIGNATURE HEALTHCARE AT NORTH HARDIN REHAB & WELLN,Hardin,KY,For profit,185180,599 ROGERSVILLE ROAD,RADCLIFF,40160,2019-06-07,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-07-12,1,Y,N,2020-02-01,599 ROGERSVILLE RD,40160,RADCLIFF,2019,1
1257,SIGNATURE HEALTHCARE AT NORTH HARDIN REHAB & WELLN,Hardin,KY,For profit,185180,599 ROGERSVILLE ROAD,RADCLIFF,40160,2017-07-20,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-18,3,Y,N,2020-02-01,599 ROGERSVILLE RD,40160,RADCLIFF,2017,1
1258,HENDERSON NURSING AND REHABILITATION CENTER,Henderson,KY,For profit,185402,2500 NORTH ELM STREET,HENDERSON,42420,2019-10-31,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-12-09,1,Y,N,2020-02-01,2500 N ELM ST,42420,HENDERSON,2019,1
1259,HILLSIDE CENTER,Hopkins,KY,For profit,185012,1500 PRIDE AVENUE,MADISONVILLE,42431,2016-08-18,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2016-09-09,3,Y,N,2020-02-01,1500 PRIDE AVE,42431,MADISONVILLE,2016,1
1260,RIDGEWOOD TERRACE NURSING HOME,Hopkins,KY,For profit,185306,,,,,,,,,,,,,,,,,,,,,0
1261,SIGNATURE HEALTHCARE AT JACKSON MANOR REHAB & WELL,Jackson,KY,For profit,185249,96 HIGHWAY 3444,ANNVILLE,40402,2019-09-25,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-10-20,1,N,Y,2020-02-01,96 HWY 3444,40402,ANNVILLE,2019,1
1261,SIGNATURE HEALTHCARE AT JACKSON MANOR REHAB & WELL,Jackson,KY,For profit,185249,96 HIGHWAY 3444,ANNVILLE,40402,2019-03-28,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-04-24,1,Y,N,2020-02-01,96 HWY 3444,40402,ANNVILLE,2019,1
1262,ESSEX NURSING AND REHABILITATION CENTER,Jefferson,KY,For profit,185288,9600 LAMBORNE BOULEVARD,LOUISVILLE,40272,2017-10-27,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-11-21,2,Y,N,2020-02-01,9600 LAMBORNE BLVD,40272,LOUISVILLE,2017,1
1263,HIGHLANDS NURSING AND REHABILITATION,Jefferson,KY,For profit,185039,1705 STEVENS AVENUE,LOUISVILLE,40205,2017-09-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-10-18,2,Y,N,2020-02-01,1705 STEVENS AVE,40205,LOUISVILLE,2017,1
1263,HIGHLANDS NURSING AND REHABILITATION,Jefferson,KY,For profit,185039,1705 STEVENS AVENUE,LOUISVILLE,40205,2017-12-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-12-31,3,N,Y,2020-02-01,1705 STEVENS AVE,40205,LOUISVILLE,2017,1
1263,HIGHLANDS NURSING AND REHABILITATION,Jefferson,KY,For profit,185039,1705 STEVENS AVENUE,LOUISVILLE,40205,2016-07-21,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2016-09-03,3,Y,N,2020-02-01,1705 STEVENS AVE,40205,LOUISVILLE,2016,1
1264,LANDMARK OF LOUISVILLE REHABILITATION AND NURSING,Jefferson,KY,For profit,185122,,,,,,,,,,,,,,,,,,,,,0
1265,LANDMARK OF RIVER CITY REHABILITATION AND NURSING,Jefferson,KY,For profit,185468,1015 WEST MAGAZINE STREET,LOUISVILLE,40203,2018-10-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-12-01,1,Y,N,2020-02-01,1015 W MAGAZINE ST,40203,LOUISVILLE,2018,1
1265,LANDMARK OF RIVER CITY REHABILITATION AND NURSING,Jefferson,KY,For profit,185468,1015 WEST MAGAZINE STREET,LOUISVILLE,40203,2017-08-24,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-10-09,2,Y,N,2020-02-01,1015 W MAGAZINE ST,40203,LOUISVILLE,2017,1
1266,LOUISVILLE EAST POST ACUTE,Jefferson,KY,For profit,185178,4200 BROWNS LANE,LOUISVILLE,40220,2019-05-16,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-06-26,1,Y,N,2020-02-01,4200 BROWNS LN,40220,LOUISVILLE,2019,1
1266,LOUISVILLE EAST POST ACUTE,Jefferson,KY,For profit,185178,4200 BROWNS LANE,LOUISVILLE,40220,2016-12-22,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-01-28,3,Y,N,2020-02-01,4200 BROWNS LN,40220,LOUISVILLE,2016,1
1267,MASONIC HOME OF LOUISVILLE,Jefferson,KY,For profit,185388,,,,,,,,,,,,,,,,,,,,,0
1268,NAZARETH HOME,Jefferson,KY,For profit,185138,,,,,,,,,,,,,,,,,,,,,0
1269,PARK TERRACE HEALTH CAMPUS,Jefferson,KY,For profit,185462,,,,,,,,,,,,,,,,,,,,,0
1270,RIVERS EDGE NURSING AND REHABILITATION CENTER,Jefferson,KY,For profit,185259,6301 BASS ROAD,PROSPECT,40059,2019-07-12,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,F,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-08-16,1,Y,N,2020-02-01,6301 BASS RD,40059,PROSPECT,2019,1
1271,SIGNATURE HEALTHCARE AT SUMMERFIELD REHAB & WELLNE,Jefferson,KY,For profit,185300,1877 FARNSLEY ROAD,LOUISVILLE,40216,2017-06-08,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0441,"HAVE A PROGRAM THAT INVESTIGATES, CONTROLS AND KEEPS INFECTION FROM SPREADING.",E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2017-08-01,3,Y,N,2020-02-01,1877 FARNSLEY RD,40216,LOUISVILLE,2017,1
1272,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,Jefferson,KY,For profit,185335,1120 CRISTLAND ROAD,LOUISVILLE,40214,2019-10-11,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS NO PLAN OF CORRECTION",,1,Y,N,2020-02-01,1120 CRISTLAND RD,40214,LOUISVILLE,2019,0
1272,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,Jefferson,KY,For profit,185335,1120 CRISTLAND ROAD,LOUISVILLE,40214,2018-07-26,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,E,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-08-03,2,Y,N,2020-02-01,1120 CRISTLAND RD,40214,LOUISVILLE,2018,1
1273,SYCAMORE HEIGHTS HEALTH AND REHABILITATION,Jefferson,KY,For profit,185348,2141 SYCAMORE AVENUE,LOUISVILLE,40206,2019-04-05,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-05-14,1,Y,N,2020-02-01,2141 SYCAMORE AVE,40206,LOUISVILLE,2019,1
1273,SYCAMORE HEIGHTS HEALTH AND REHABILITATION,Jefferson,KY,For profit,185348,2141 SYCAMORE AVENUE,LOUISVILLE,40206,2018-01-19,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,D,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2018-02-16,2,Y,N,2020-02-01,2141 SYCAMORE AVE,40206,LOUISVILLE,2018,1
1274,THE FORUM AT BROOKSIDE,Jefferson,KY,For profit,185194,,,,,,,,,,,,,,,,,,,,,0
1275,TREYTON OAK TOWERS,Jefferson,KY,Non profit,185175,211 WEST OAK STREET,LOUISVILLE,40203,2019-03-22,HEALTH,FALSE,ENVIRONMENTAL DEFICIENCIES,0880,PROVIDE AND IMPLEMENT AN INFECTION PREVENTION AND CONTROL PROGRAM.,K,"DEFICIENT, PROVIDER HAS DATE OF CORRECTION",2019-03-31,1,Y,N,2020-02-01,211 W OAK ST,40203,LOUISVILLE,2019,1
