award_id,agency_name,sub_agency,action_date,mod_date,mod_number,fed_obligate,covid_outlay,covid_obligate,covid_code,n_code,recipient,city,state,place_zip,non_profit,hospital_flag,naics_description,award_type,award_desc,permalink,file
W91YTZ18F0186,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-07-10,2020-07-10T11:59:51Z,P00011,0,4101.02,-913007.59,N|Q,2,"LOCUM, INC.",CARY,NC,422235349,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,FAMILY PRACTICE PHYSICIANS,https://www.usaspending.gov/award/CONT_AWD_W91YTZ18F0186_9700_HT005018D0002_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B31019PUB130089,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T09:48:21Z,P00001,-7544.44,NA,NA,Q,1,"LARKIN COMMUNITY HOSPITAL, INC.",MIAMI,FL,331434701,FALSE,TRUE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,FDC MIAMI COMPREHENSIVE MEDICAL SERVICES . PROVIDE LABORATORY  TO THE INMATE POPULATION AT FDC MIAMI.,https://www.usaspending.gov/award/CONT_AWD_15B31019PUB130089_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B31019PUB130090,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T10:03:05Z,P00001,-10194.88,NA,NA,Q,1,"LARKIN COMMUNITY HOSPITAL, INC.",MIAMI,FL,331434701,FALSE,TRUE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,FDC MIAMI COMPREHENSIVE MEDICAL SERVICES . PROVIDE LABORATORY  TO THE INMATE POPULATION AT FDC MIAMI.,https://www.usaspending.gov/award/CONT_AWD_15B31019PUB130090_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
FA442719F0006,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE AIR FORCE,2020-07-10,2020-07-10T17:44:16Z,P00010,0,NA,-304504.58,N|Q,2,MATRIX PROVIDERS INC.,DENVER,CO,945350001,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,EXECUTING A TELE-WORK MODIFICATION DUE TO COVID-19,https://www.usaspending.gov/award/CONT_AWD_FA442719F0006_9700_HT005018D0034_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
W81K0019F0236,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-07-10,2020-07-10T09:59:10Z,P00005,-21694.2,NA,NA,Q,1,MAGNIFICUS CORPORATION,LANHAM,MD,654730025,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,FAMILY PRACTICE PHYSICIAN,https://www.usaspending.gov/award/CONT_AWD_W81K0019F0236_9700_HT005018D0033_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
W81K0018F0245,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-07-10,2020-07-10T15:56:57Z,P00006,-52958.31,NA,1495480.8,N|Q,2,"CENTRALCARE, INCORPORATED",ANNANDALE,VA,782346200,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,PHYSICIAN ASSISTANT X 2 FTES,https://www.usaspending.gov/award/CONT_AWD_W81K0018F0245_9700_HT005018D0028_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B61620FVB210008,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T12:43:48Z,P00002,75000,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES FY-20,https://www.usaspending.gov/award/CONT_AWD_15B61620FVB210008_1540_DJBP061600000063_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B61620FVB210009,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T12:23:29Z,P00002,75000,13583.33,13583.33,N|Q,2,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES,https://www.usaspending.gov/award/CONT_AWD_15B61620FVB210009_1540_DJBP061600000063_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B21820FVB130007,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T11:50:14Z,P00001,-10620,NA,NA,Q,1,"INTEGRATED MEDICAL SOLUTIONS, INC",MANSFIELD,TX,035700002,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES (OPTOMETRY),https://www.usaspending.gov/award/CONT_AWD_15B21820FVB130007_1540_DJBP021800000007_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B61620FVB210010,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T11:59:47Z,P00002,75000,205930.59,209026.08,N|Q,2,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES FY-20,https://www.usaspending.gov/award/CONT_AWD_15B61620FVB210010_1540_DJBP061600000063_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
W91YTZ19F0211,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-07-10,2020-07-10T10:59:10Z,P00004,0,NA,-77688,N,1,"QUARTERLINE CONSULTING SERVICES, LLC",HERNDON,VA,422235349,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,NNP OPTION YEAR 1 (4 FTES),https://www.usaspending.gov/award/CONT_AWD_W91YTZ19F0211_9700_HT005018D0024_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B30320FVB230006,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T10:48:45Z,P00001,87428.58,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,COMPREHENSIVE HOSPITAL SERVICES,https://www.usaspending.gov/award/CONT_AWD_15B30320FVB230006_1540_15B30320AVBPA0001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B30320FVB230005,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T10:38:16Z,P00001,142109.1,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,COMPREHENSIVE HOSPITAL SERVICES,https://www.usaspending.gov/award/CONT_AWD_15B30320FVB230005_1540_15B30320AVBPA0001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15BDUB20FVB110049,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-13T12:21:47Z,0,3000,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,945683305,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,ON-SITE MEDICAL SERVICES FOR INMATE POPULATION.,https://www.usaspending.gov/award/CONT_AWD_15BDUB20FVB110049_1540_15BDUB20D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15BDUB20FVB110048,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-13T12:19:20Z,0,3000,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,945683305,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,ON-SITE MEDICAL SERVICES FOR INMATE POPULATION.,https://www.usaspending.gov/award/CONT_AWD_15BDUB20FVB110048_1540_15BDUB20D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B30320FVB130008,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T10:30:33Z,P00001,-2017.88,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,352162158,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,BPA CALL,COMPREHENSIVE HOSPITAL SERVICES,https://www.usaspending.gov/award/CONT_AWD_15B30320FVB130008_1540_15B30320AVBPA0001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B12120PVB250044,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T13:20:15Z,P00003,25000,NA,NA,Q,1,"WEST VIRGINIA UNIVERSITY HOSPITALS, INC.",MORGANTOWN,WV,265061200,FALSE,TRUE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,EMERGENCY HOSPITAL SERVICES FOR INMATES INCARCERATED AT FCC HAZELTON.,https://www.usaspending.gov/award/CONT_AWD_15B12120PVB250044_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B30220FVB210096,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-13T07:55:12Z,A00001,29850.31,NA,NA,Q,1,"CORRECT CARE SOLUTIONS, LLC",NASHVILLE,TN,372170001,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,CATASTROPHIC,https://www.usaspending.gov/award/CONT_AWD_15B30220FVB210096_1540_DJBP030200000070_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B20420PVB210010,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T10:36:08Z,0,150000,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,083202000,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,FCI FAIRTON:  OFF SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF JULY 2020.   **LARGE BUSINESS**,https://www.usaspending.gov/award/CONT_AWD_15B20420PVB210010_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B61220FVB210024,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T13:22:35Z,P00001,7392.77,NA,NA,Q,1,"INTEGRATED MEDICAL SOLUTIONS, INC",MANSFIELD,TX,760632721,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES FOR FCI SHERIDAN.,https://www.usaspending.gov/award/CONT_AWD_15B61220FVB210024_1540_15B61220D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B41220FVB170022,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T09:57:29Z,A00002,3992.53,NA,NA,Q,1,MAYO CLINIC,ROCHESTER,MN,559050002,TRUE,TRUE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,MEDICAL CONSULTS FOR THE MONTH OF JUNE FY 20 THIS MODIFICATION IS A FUNDING ACTION ONLY FOR AN INCREASE OF $3992.53,https://www.usaspending.gov/award/CONT_AWD_15B41220FVB170022_1540_DJBP041200000042_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15BDUB20FVB210012,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-13T12:33:12Z,0,150000,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,945683305,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,OFF-SITE MEDICAL SERVICES FOR INMATE POPULATION.,https://www.usaspending.gov/award/CONT_AWD_15BDUB20FVB210012_1540_15BDUB20D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15BDUB20FVB210010,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-13T12:28:07Z,0,150000,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,945683305,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,OFF-SITE MEDICAL SERVICES FOR INMATE POPULATION.,https://www.usaspending.gov/award/CONT_AWD_15BDUB20FVB210010_1540_15BDUB20D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B20420PVB110016,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-10T10:42:04Z,0,30000,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,083202000,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,FCI FAIRTON:  ON SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF JULY 2020.  **LARGE BUSINESS**,https://www.usaspending.gov/award/CONT_AWD_15B20420PVB110016_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15BDUB20FVB210011,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-13T12:30:54Z,0,150000,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,945683305,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,OFF-SITE MEDICAL SERVICES FOR INMATE POPULATION.,https://www.usaspending.gov/award/CONT_AWD_15BDUB20FVB210011_1540_15BDUB20D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15BDUB20FVB110047,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-13T12:06:53Z,0,3000,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,945683305,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,ON-SITE MEDICAL SERVICES FOR INMATE POPULATION.,https://www.usaspending.gov/award/CONT_AWD_15BDUB20FVB110047_1540_15BDUB20D00000001_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B30220FVB210095,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-10,2020-07-13T07:36:56Z,0,48664.54,NA,1317.69,N|Q,2,"CORRECT CARE SOLUTIONS, LLC",NASHVILLE,TN,372170001,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,CATASTROPHIC,https://www.usaspending.gov/award/CONT_AWD_15B30220FVB210095_1540_DJBP030200000070_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
N6264520F0209,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,2020-07-10,2020-07-10T10:12:38Z,P00001,75310.56,NA,-513398.64,N|Q,2,"DISTINCTIVE HEALTH SPECTRUM CARE JV, LLC",BOWIE,MD,969106444,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,REGISTERED NURSE,https://www.usaspending.gov/award/CONT_AWD_N6264520F0209_9700_HT005018D0029_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
DJM15A41K0080,DEPARTMENT OF JUSTICE (DOJ),U.S. MARSHALS SERVICE,2020-07-09,2020-07-09T11:41:22Z,P00013,-8980.27,NA,NA,Q,1,"JOHNS HOPKINS UNIVERSITY, THE",BALTIMORE,MD,212183196,TRUE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DEFINITIVE CONTRACT,MEDICAL OVERSIGHT SERVICES FOR TOD/SOG,https://www.usaspending.gov/award/CONT_AWD_DJM15A41K0080_1544_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
HHSN272201601397P,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),NATIONAL INSTITUTES OF HEALTH,2020-07-09,2020-07-09T18:59:52Z,P00006,106591,NA,NA,Q,1,ST PATRICK HOSPITAL CORPORATION,MISSOULA,MT,598024008,TRUE,TRUE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,REGIONAL REFERRAL HOSPITAL-PATIENT ISOLATION FACILITY FOR THE ROCKY MOUNTAIN LABORATORIES [OPTION YEAR 4],https://www.usaspending.gov/award/CONT_AWD_HHSN272201601397P_7529_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
N6264518F0325,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE NAVY,2020-07-09,2020-07-09T14:17:52Z,P00016,-20612.24,NA,51801.5,N|Q,2,"ARORA GROUP, INC., THE",GAITHERSBURG,MD,285420100,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,REGISTERED NURSE CASE MANAGER,https://www.usaspending.gov/award/CONT_AWD_N6264518F0325_9700_HT005018D0035_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
W81K0018F0155,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-07-09,2020-07-09T14:15:41Z,P00009,-151900,NA,NA,Q,1,PLATINUM BUSINESS CORPORATION,LAUREL,MD,654738952,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,GENERAL SURGEON - REGULAR,https://www.usaspending.gov/award/CONT_AWD_W81K0018F0155_9700_HT005018D0022_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
W81K0018P0540,DEPARTMENT OF DEFENSE (DOD),DEPT OF THE ARMY,2020-07-09,2020-07-09T15:46:17Z,P00008,-119518.4,NA,-119518.4,N,1,"KILI, LLC",HONOLULU,HI,765441203,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,COVID-19 3610 NEUROLOGIST -REGULAR HOURS NIA - P20C,https://www.usaspending.gov/award/CONT_AWD_W81K0018P0540_9700_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
HT001418F0464,DEPARTMENT OF DEFENSE (DOD),DEFENSE HEALTH AGENCY (DHA),2020-07-09,2020-07-09T13:05:13Z,P00022,-53464.44,617691.28,-2500989.89,N|Q,2,ANGEL STAFFING INCORPORATED,SAN ANTONIO,TX,208895633,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,"ANCILLARY SERVICES INCLUDING: DOSIMETRIST, PHYSICIST, MEDICAL TECHNICIAN, MEDICAL ASSISTANT, NURSE ASSISTANT, PHLEBOTOMIST, AND MEDICAL TECHNOLOGIST SERVICES FOR THE NATIONAL CAPITAL REGION (NCR).",https://www.usaspending.gov/award/CONT_AWD_HT001418F0464_9700_HT005018D0016_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
HT001418F0488,DEPARTMENT OF DEFENSE (DOD),DEFENSE HEALTH AGENCY (DHA),2020-07-09,2020-07-09T15:10:54Z,P00010,-119297.06,275082.3,7001218.98,N|Q,2,"ARORA GROUP, INC., THE",GAITHERSBURG,MD,208895628,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,REGISTERED NURSE - LABOR&DELIVERY,https://www.usaspending.gov/award/CONT_AWD_HT001418F0488_9700_HT005018D0035_9700/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B31519PUB220011,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T13:55:28Z,P00005,572.36,NA,NA,Q,1,"SEVEN CORNERS, INC",CARMEL,IN,391940005,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,"THIS MODIFICATION TO YREGDOC# UB220011 WILL INCREASE MAY MEDICAL TRIPS BY ADDING $572.36.  THIS WILL MAKE THE TOTAL PURCHASE ORDER AMOUNT $363,181.50.",https://www.usaspending.gov/award/CONT_AWD_15B31519PUB220011_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B51319FUB210010,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T19:22:02Z,P00004,285.02,NA,NA,Q,1,"CORRECT CARE SOLUTIONS, LLC",NASHVILLE,TN,731696908,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES FOR THE INMATE POPULATION HOUSTED AT THE FTC OKLAHOMA CITY,https://www.usaspending.gov/award/CONT_AWD_15B51319FUB210010_1540_DJBP051300000144_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B12219PUB230022,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T13:22:18Z,P00011,12.27,NA,NA,Q,1,"CORRECT CARE SOLUTIONS, LLC",NASHVILLE,TN,372172421,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF JUNE  PENDING FUNDS AVAILABLE,https://www.usaspending.gov/award/CONT_AWD_15B12219PUB230022_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B51319FUB210008,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T19:24:35Z,P00004,237.44,NA,NA,Q,1,"CORRECT CARE SOLUTIONS, LLC",NASHVILLE,TN,731696908,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,PATIENT CARE SERVICES FOR APRIL FY19,https://www.usaspending.gov/award/CONT_AWD_15B51319FUB210008_1540_DJBP051300000144_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B21820FVB130009,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T14:55:52Z,P00001,-850,NA,NA,Q,1,"INTEGRATED MEDICAL SOLUTIONS, INC",MANSFIELD,TX,035700002,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES (X-RAY TECH),https://www.usaspending.gov/award/CONT_AWD_15B21820FVB130009_1540_DJBP021800000007_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B12219PUB230042,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T13:23:38Z,P00007,220.5,NA,NA,Q,1,WELLPATH LLC,NASHVILLE,TN,372172421,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF AUGUST,https://www.usaspending.gov/award/CONT_AWD_15B12219PUB230042_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B30119FUB230012,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T13:58:09Z,P00002,12871.25,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,303155705,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,"COMPREHENSIVE MEDICAL SERVICES -  OFF SITE: (IN&OUT PATIENT FACILITY, PHYSICIAN AND EMS SERVICE) JULY 2019",https://www.usaspending.gov/award/CONT_AWD_15B30119FUB230012_1540_DJBP030100000055_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B20520PVB170026,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-10T08:03:54Z,P00002,6352.5,NA,NA,Q,1,UNIVERSITY OF MASSACHUSETTS,WORCESTER,MA,014320001,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,PURCHASE ORDER,"ONSITE DENTAL, X-RAY, OPTOMETRY&ULTRASOUND SERVICES FOR FMC/FPC DEVENS INMATE POPULATION. AMOUNT IS ESTIMATED PERFORMANCE PERIOD: OCTOBER 2019",https://www.usaspending.gov/award/CONT_AWD_15B20520PVB170026_1540_-NONE-_-NONE-/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B21820FVB130008,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T15:17:24Z,P00001,-1615,NA,NA,Q,1,"INTEGRATED MEDICAL SOLUTIONS, INC",MANSFIELD,TX,035700002,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,COMPREHENSIVE MEDICAL SERVICES (PHLEBOTOMY),https://www.usaspending.gov/award/CONT_AWD_15B21820FVB130008_1540_DJBP021800000007_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
15B30119FUB230014,DEPARTMENT OF JUSTICE (DOJ),FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2020-07-09,2020-07-09T13:56:29Z,P00002,54551.22,NA,NA,Q,1,"NAPHCARE, INC.",BIRMINGHAM,AL,303150004,FALSE,FALSE,GENERAL MEDICAL AND SURGICAL HOSPITALS,DELIVERY ORDER,"COMPREHENSIVE MEDICAL SERVICES -  OFF SITE: (IN&OUT PATIENT FACILITY, PHYSICIAN AND EMS SERVICE) SEPTEMBER 2019",https://www.usaspending.gov/award/CONT_AWD_15B30119FUB230014_1540_DJBP030100000055_1540/,All_Contracts_PrimeTransactions_2021-03-18_H19M49S52_2.csv
